id,work,text_type,excluded?,repo_id,shelfmark,notes,citation,support,length,numbered_by,,,blank,binding,fragment?,,,dating,cent_begin,cent_end,year_begin,year_end,origin_country,origin_place,provenance,intials,timestamp,,,lk_entry,sm_alpha_part,sm_num_part,sm_suffix,sm_joined,lk_pages,references,locale_opinions
78,Exp.Act.apost.,,,95,260,,"St. Gall, Stiftsbibliothek, 260",,,,,,,,,9,22,s. ix1,9,9,801,850,,,,,2/21/2016 20:40:25,2,0,"St. Gall, Stiftsbibliothek, 260 (s. ix1).",,260,,260,"22, 29","Bischoff, Kat., [vol. 3].",St Gall; St Gall
79,Exp.Act.apost.,,,213,218,,"Saint-Omer, Bibliothèque municipale, 218",,,,,,,,,13,70,s. xiii (1),13,13,1201,1250,,,,,7/20/2012 12:10:49,3,0,"Saint-Omer, Bibliothèque municipale, 218 (s. xiii1).",,218,,218,"22, 24, 59",,Clairmarais; Clairmarais; Clairmarais
80,Exp.Act.apost.,,,212,A. V. 38,,"Salzburg, Stiftsbibliothek St. Peter, A. V. 38",,,,,,,,,9,30,s. ix-x,9,10,876,925,,,,,7/20/2012 14:30:22,1,0,"Salzburg, Stiftsbibliothek St. Peter, A. V. 38 (s. ix-x).",A. V.,38,,A. V. 38,22,"Bischoff, Kat., [vol. 3].",Salzburg?
81,Exp.Act.apost.,,,130,HB VII Patres 41,,"Stuttgart, Württembergische Landesbibliothek, HB VII Patres 41",,,,,,,,,9,22,s. ix1,9,9,801,850,,,,,7/20/2012 15:17:37,2,0,"Stuttgart, Württembergische Landesbibliothek, HB VII Patres 41 (s. ix1).",HB VII Patres,41,,HB VII Patres 41,"23, 29","Bischoff, Kat., [vol. 3].",Constance; Constance
82,Exp.Act.apost.,,,130,Theol. 4° 243,,"Stuttgart, Württembergische Landesbibliothek, Theol. 4° 243",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 14:30:22,2,0,"Stuttgart, Württembergische Landesbibliothek, Theol. 4° 243 (s. xii).",Theol. 4°,243,,Theol. 4° 243,"23, 24",,Zwiefalten; Zwiefalten
83,Exp.Act.apost.,,,220,166,,"Toulouse, Bibliothèque municipale, 166",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,2,0,"Toulouse, Bibliothèque municipale, 166 (s. xii).",,166,,166,"23, 36",,Augustinians
84,Exp.Act.apost.,,,120,57,,"Trier, Bibliothek des Priesterseminars, 57",,,folios,,,,,,9,22,s. ix (1),9,9,801,850,,,,,7/20/2012 12:10:49,1,0,"Trier, Bibliothek des Priesterseminars, 57 (s. ix1).",,57,,57,23,"Bischoff, Kat., [vol. 3].",
85,Exp.Act.apost.,,,107,182,,"Trier, Stadtbibliothek, 182",,,,,,,,,15,91,s. xv,15,15,1401,1500,,,,,7/20/2012 12:10:49,1,0,"Trier, Stadtbibliothek, 182 (s. xv).",,182,,182,23,,
86,Exp.Act.apost.,,,107,186,,"Trier, Stadtbibliothek, 186",,,,,,,,,15,91,s. xv,15,15,1401,1500,,,,,7/20/2012 12:10:49,4,0,"Trier, Stadtbibliothek, 186 (s. xv).",,186,,186,"23, 29, 36, 54",,
87,Exp.Act.apost.,,,185,572,,"Troyes, Bibliothèque municipale, 572",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,3,0,"Troyes, Bibliothèque municipale, 572 (s. xii).",,572,,572,"23, 29, 36",,Clairvaux; Clairvaux; Clairvaux
88,Exp.Act.apost.,,,104,77,,"Utrecht, Universiteitsbibliotheek, 77",,,,,,,,,15,91,s. xv,15,15,1401,1500,,,,,7/20/2012 12:10:49,5,0,"Utrecht, Universiteitsbibliotheek, 77 (s. xv).",,77,,77,"23, 30, 36, 64, 77",,Carthusians near Utrecht; Carthusians; Utrecht; Carthusians near Utrecht
89,Exp.Act.apost.,,,203,52,,"Valenciennes, Bibliothèque municipale, 52",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,5,0,"Valenciennes, Bibliothèque municipale, 52 (s. xii).",,52,,52,"23, 24, 30, 69, 85",,St Amand; St. Arnand; St Amand; St Amand; St Amand
90,Exp.Act.apost.,,,109,Pal. lat. 287,,"Vatican City, Vatican Library, Pal. lat. 287",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 14:30:22,2,0,"Vatican City, Vatican Library, Pal. lat. 287 (s. xii).",Pal. lat.,287,,Pal. lat. 287,"23, 24",,Schönau; Schönau
91,Exp.Act.apost.,,,109,Urbin. 101,,"Vatican City, Vatican Library, Urbin. 101",,,,,,,,,15,91,s. xv,15,15,1401,1500,,,,,7/20/2012 14:13:29,4,0,"Vatican City, Vatican Library, Urbin. 101 (s. xv).",Urbin.,101,,Urbin. 101,"23, 30, 36, 55",,
92,Exp.Act.apost.,,,94,lat. 934,,"Vienna, Österreichische Nationalbibliothek, lat. 934",,,,,,,,,9,22,s. ix (1),9,9,801,850,,,,,7/20/2012 14:13:30,2,0,"Vienna, Österreichische Nationalbibliothek, lat. 934 (s. ix1).",lat.,934,,lat. 934,"23, 30","Bischoff, Kat., [vol. 3].",Salzburg; Salzburg
93,Exp.Act.apost.,,,94,lat. 2206,,"Vienna, Österreichische Nationalbibliothek, lat. 2206",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 14:26:52,1,0,"Vienna, Österreichische Nationalbibliothek, lat. 2206 (s. xii).",lat.,2206,,lat. 2206,23,,Salzburg
94,Exp.Act.apost.,,,94,lat. 3870,,"Vienna, Österreichische Nationalbibliothek, lat. 3870",,,,,,,,,15,91,s. xv,15,15,1401,1500,,,,,7/20/2012 14:13:29,1,0,"Vienna, Österreichische Nationalbibliothek, lat. 3870 (s. xv).",lat.,3870,,lat. 3870,23,,
95,Exp.Act.apost.,,,239,47,"Listed as no. 62 among the “Illuminated Manuscripts from the Collection of Lord Astor” in the Sotheby’s catalogue of 1988 (sale date: 21 June); a fuller description should be in the catalogue specific to that collection. Altogether five references in Schoenberg database, most recent 1988.","London, Quaritch, 47",parchment,,,,,,,,15,101,s. xvex,15,15,1481,1481,Italy,"Italy, Naples?",,,7/20/2012 12:10:49,2,0,"London, Quaritch, 47 (s. xvex, Italy, Naples?).",,47,,47,"23, 50","Sotheby’s (21 June 1988), 46.","Italy; Italy, Naples?"
100,Exp.Act.apost.Retr.,,,35,1365 (Phillipps 23062),,"Brussels, Bibliothèque royale de Belgique, 1365 (Phillipps 23062)",,,,,,,,,13,67,s. xiii,13,13,1201,1300,,,,,7/20/2012 14:30:22,1,0,"Brussels, Bibliothèque royale de Belgique, 1365 (Phillipps 23062) (s. xiii).",,1365,(Phillipps 23062),1365 (Phillipps 23062),23,,
110,Exp.Act.apost.Retr.,,,197,62,,"Orléans, Bibliothèque municipale, 62",,,,,,,,,9,22,s. ix (1),9,9,801,850,France,Fleury,,,11/28/2014 10:45:13,3,0,"Orléans, Bibliothèque municipale, 62 (s. ix1, Fleury).",,62,,62,"24, 44, 72","Bischoff, Kat., no. 3673.",France; Fleury; Fleury; Fleury; Fleury
114,Exp.Act.apost.Retr.,,,81,lat. 2362,,"Paris, Bibliothèque nationale de France, lat. 2362",,,,,,,,,9,22,s. ix (1),9,9,801,850,,,,,7/20/2012 14:13:26,1,0,"Paris, Bibliothèque nationale de France, lat. 2362 (s. ix1).",lat.,2362,,lat. 2362,24,"Bischoff, Kat., [vol. 3].",
115,Exp.Act.apost.Retr.,,,81,lat. 2384,,"Paris, Bibliothèque nationale de France, lat. 2384",,,,,,,,,10,34,s. x (1),10,10,901,950,,,,,7/20/2012 14:13:26,2,0,"Paris, Bibliothèque nationale de France, lat. 2384 (s. x1).",lat.,2384,,lat. 2384,"24, 64","Bischoff, Kat., [vol. 3].",
116,Exp.Act.apost.Retr.,,,81,lat. 2840,,"Paris, Bibliothèque nationale de France, lat. 2840",,,,,,,,,9,30,s. ix-x,9,10,876,925,,,,,7/20/2012 14:13:26,4,0,"Paris, Bibliothèque nationale de France, lat. 2840 (s. ix-x).",lat.,2840,,lat. 2840,"24, 119, 119, 121","Ker 1947. | Bischoff, Kat., [vol. 3].",
119,Exp.Act.apost.Retr.,,,87,Garrett 71,,"Princeton, Princeton University Library, Garrett 71",,,,,,,,,1213,,,,,,,,,,,7/20/2012 14:26:52,,,"Princeton, Princeton University Library, Garrett 71 ().",Garrett,71,,Garrett 71,,,
125,Exp.Act.apost.Retr.,,,109,Reg. lat. 708,,"Vatican City, Vatican Library, Reg. lat. 708",,,,,,,,,13,67,s. xiii,13,13,1201,1300,,,,,7/20/2012 14:30:22,1,0,"Vatican City, Vatican Library, Reg. lat. 708 (s. xiii).",Reg. lat.,708,,Reg. lat. 708,24,,
126,Exp.Act.apost.Confl.,,,50,153,,"Dijon, Bibliothèque municipale, 153",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,,"Dijon, Bibliothèque municipale, 153 (s. xii).",,153,,153,24,,Cîteaux
127,Exp.Act.apost.Confl.,,,135,Aug. perg. 135,,"Karlsruhe, Badische Landesbibliothek, Aug. perg. 135",,,,,,,,,10,34,s. x (1),10,10,901,950,,,,,7/20/2012 14:30:22,1,,"Karlsruhe, Badische Landesbibliothek, Aug. perg. 135 (s. x1).",Aug. perg.,135,,Aug. perg. 135,24,"Bischoff, Kat., no. 1658.",Reichenau?
128,Exp.Act.apost.Confl.,,,70,Laud. Misc. 268,,"Oxford, Bodleian Library, Laud. Misc. 268",,,,,,,,,14,79,s. xiv,14,14,1301,1400,,,,,7/20/2012 14:30:22,1,,"Oxford, Bodleian Library, Laud. Misc. 268 (s. xiv).",Laud. Misc.,268,,Laud. Misc. 268,24,,
129,Exp.Act.apost.Confl.,,,70,Laud. Misc. 312,,"Oxford, Bodleian Library, Laud. Misc. 312",,,,,,,,,10,39,s. x (2),10,10,951,1000,,,,,7/20/2012 14:30:22,1,,"Oxford, Bodleian Library, Laud. Misc. 312 (s. x2).",Laud. Misc.,312,,Laud. Misc. 312,24,,
130,Exp.Act.apost.Confl.Arat.,,,83,107,,"Manchester, John Rylands University Library, 107",,,,,,,,,11,43,s. xi,11,11,1001,1100,,,,,7/20/2012 12:10:49,3,0,"Manchester, John Rylands University Library, 107 (s. xi).",,107,,107,"24, 28, 34",,Italian; Italian
131,Exp.Act.apost.Geog.,,,25,Phillipps 1869 (Rose 131),Jones’ T.,"Berlin, Staatsbibliothek Preußischer Kulturbesitz, Phillipps 1869 (Rose 131)",parchment,,,,,,,,9,13,s. viii2/3,8,8,734,766,Germany,Prüm,,,7/20/2012 15:17:54,2,0,"Berlin, Staatsbibliothek Preußischer Kulturbesitz, Phillipps 1869 (Rose 131) (s. viii2/3, Prüm).",Phillipps,1869,(Rose 131),Phillipps 1869 (Rose 131),"24, 148","Bischoff, Kat., no. 438.",Germany; Prüm; Trier
132,Exp.Act.apost.Geog.,,,25,289,,"Berlin, Staatsbibliothek Preußischer Kulturbesitz, 289",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Berlin, Staatsbibliothek Preußischer Kulturbesitz, 289 (s. xii).",,289,,289,24,,Lisborn
133,Exp.Act.apost.Geog.,,,29,1442,,"Bologna, Biblioteca Universitaria, 1442",,,,,,,,,15,91,s. xv,15,15,1401,1500,,,,,7/20/2012 12:10:49,1,0,"Bologna, Biblioteca Universitaria, 1442 (s. xv).",,1442,,1442,24,,"Studi italiani di filologia classica XVII, 99."
134,Exp.Act.apost.Geog.,,,37,19,,"Chartres, Bibliothèque municipale, 19",,,,,,,,,10,31,s. x,10,10,901,1000,,,,,7/20/2012 12:10:49,3,0,"Chartres, Bibliothèque municipale, 19 (s. x).",,19,,19,"24, 140, 148",,Chapter library; Chapter library; Chapter library
135,Exp.Act.apost.Geog.,,,50,561,,"Dijon, Bibliothèque municipale, 561",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Dijon, Bibliothèque municipale, 561 (s. xii).",,561,,561,25,,Cîteaux
136,Exp.Act.apost.Geog.,,,133,Dep. Erf. CA. 2° 32,,"Erfurt, Universitäts- und Forschungsbibliothek Erfurt/Gotha, Dep. Erf. CA. 2° 32",,,,,,,,,13,75,s. xiii (2),13,13,1251,1300,,,,,7/25/2012 13:20:25,1,0,"Erfurt, Universitäts- und Forschungsbibliothek Erfurt/Gotha, Dep. Erf. CA. 2° 32 (s. xiii2).",Dep. Erf. CA. 2°,32,,Dep. Erf. CA. 2° 32,25,,
137,Exp.Act.apost.Geog.,,,162,f I 12,,"Escorial, El, Real Biblioteca de San Lorenzo de El Escorial, f I 12",,,,,,,,,1214,55,s. xii,12,14,1101,1400,,,,,7/20/2012 14:30:22,1,0,"Escorial, El, Real Biblioteca de San Lorenzo de El Escorial, f I 12 (s. xii).",f I,12,,f I 12,25,,
138,Exp.Act.apost.Geog.,,,162,R III 19,,"Escorial, El, Real Biblioteca de San Lorenzo de El Escorial, R III 19",,,,,,,,,14,79,s. xiv,14,14,1301,1400,,,,,7/20/2012 14:30:22,1,0,"Escorial, El, Real Biblioteca de San Lorenzo de El Escorial, R III 19 (s. xiv).",R III,19,,R III 19,25,,
139,Exp.Act.apost.Geog.,,,62,349,,"Leipzig, Universitätsbibliothek, 349",,,,,,,,,13,67,s. xiii,13,13,1201,1300,,,,,7/20/2012 12:10:49,2,0,"Leipzig, Universitätsbibliothek, 349 (s. xiii).",,349,,349,"25, 33",,Altzelle; Altzelle
140,Exp.Act.apost.Geog.,,,86,290,,"Monte Cassino, Archivio della badia, 290",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Monte Cassino, Archivio della badia, 290 (s. xii).",,290,,290,25,,
141,Exp.Act.apost.Geog.,,,67,Clm 22016,,"Munich, Bayerische Staatsbibliothek, Clm 22016",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 14:09:14,1,0,"Munich, Bayerische Staatsbibliothek, Clm 22016 (s. xii).",Clm,22016,,Clm 22016,25,,Wessobrunn
142,Exp.Act.apost.Geog.,,,72,167,,"Oxford, Balliol College, 167",,,,,,,,,13,68,s. xiii (in),13,13,1201,1225,,,,,7/20/2012 12:10:49,1,0,"Oxford, Balliol College, 167 (s. xiiiin).",,167,,167,25,,
143,Exp.Act.apost.Geog.,,,81,lat. 1827,,"Paris, Bibliothèque nationale de France, lat. 1827",,,,,,,,,14,79,s. xiv,14,14,1301,1400,,,,,7/20/2012 14:26:52,1,0,"Paris, Bibliothèque nationale de France, lat. 1827 (s. xiv).",lat.,1827,,lat. 1827,25,,
144,Exp.Act.apost.Geog.,,,89,118,,"Reims, Bibliothèque municipale, 118",,,,,,,,,9,22,s. ix (1),9,9,801,850,,,,,7/25/2012 12:10:17,2,0,"Reims, Bibliothèque municipale, 118 (s. ix1).",,118,,118,"25, 64","Bischoff, Kat., [vol. 3].",Chapter library; Chapter library
145,Exp.Act.apost.Geog.,,,93,450,,"Rouen, Bibliothèque municipale, 450",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Rouen, Bibliothèque municipale, 450 (s. xii).",,450,,450,25,,Jumieges
146,Exp.Act.apost.Geog.,,,93,451,,"Rouen, Bibliothèque municipale, 451",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Rouen, Bibliothèque municipale, 451 (s. xii).",,451,,451,25,,Fécamp
147,Exp.Act.apost.Geog.,,,130,Theol. 4° 263,,"Stuttgart, Württembergische Landesbibliothek, Theol. 4° 263",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 14:30:22,1,0,"Stuttgart, Württembergische Landesbibliothek, Theol. 4° 263 (s. xii).",Theol. 4°,263,,Theol. 4° 263,25,,Zwiefalten
148,Exp.Act.apost.Geog.,,,220,157,,"Toulouse, Bibliothèque municipale, 157",,,,,,,,,13,77,s. xiii (ex),13,13,1276,1300,,,,,7/20/2012 12:10:49,2,0,"Toulouse, Bibliothèque municipale, 157 (s. xiiiex).",,157,,157,"25, 44",,Dominicans; Dominicans
149,Comm.Apc.,,,3,216,,"Aberdeen, University Library, 216",parchment,37,folios,,41,,,,12,53,s. xi (ex),11,11,1076,1100,UK (England),Salisbury,,,7/20/2012 12:10:49,1,122,"Aberdeen, University Library, 216 (s. xiex, Salisbury).",,216,,216,26,,UK (England); Salisbury
152,Comm.Apc.,,,9,1054 (olim 174),From a scriptorium with insular traditions (Bischoff).,"Arras, Bibliothèque municipale, 1054 (olim 174)",parchment,55,,,22-23,,,,10,25,s. ix (2/3),9,9,834,900,France,NE France,,,7/20/2012 14:30:22,1,0,"Arras, Bibliothèque municipale, 1054 (olim 174) (s. ix2/3, NE France).",,1054,(olim 174),1054 (olim 174),26,"Bischoff, Kat., no. 108. | Gryson, no. 6.",France; NE France; St Vaast
154,Comm.Apc.,,,19,Msc. Bibl. 89 (B. II. 20),,"Bamberg, Staatsbibliothek, Msc. Bibl. 89 (B. II. 20)",,,folios,2,31,,,,11,44,s. xiin,11,11,1001,1025,Germany,Würzburg,,,7/25/2012 17:18:28,1,0,"Bamberg, Staatsbibliothek, Msc. Bibl. 89 (B. II. 20) (s. xiin, Würzburg).",Msc. Bibl.,89,(B. II. 20),Msc. Bibl. 89 (B. II. 20),26,,Germany; Würzburg; Michaelsberg
157,Comm.Apc.,,,25,theol. fol. 329 (Rose 337),,"Berlin, Staatsbibliothek Preußischer Kulturbesitz, theol. fol. 329 (Rose 337)",,,,,,,,,16,103,s. xvi,16,16,1515,1515,,,,,7/25/2012 12:24:21,2,0,"Berlin, Staatsbibliothek Preußischer Kulturbesitz, theol. fol. 329 (Rose 337) (s. xvi).",theol. fol.,329,(Rose 337),theol. fol. 329 (Rose 337),"26, 31",,Lisborn; Lisborn
160,Comm.Apc.,,,149,395,,"Cambrai, Bibliothèque municipale, 395",,,,,,,,,9,19,s. ix,9,9,801,900,,,,,7/20/2012 12:10:49,1,0,"Cambrai, Bibliothèque municipale, 395 (s. ix).",,395,,395,26,"Bischoff, Kat., no. 787.",Chapter library
161,Comm.Apc.,,True,137,7,"The reference (LK 26) to CAp in this MS excluded by Ker 1947. That text is Caesarius, not Bede.","Cambridge, Kings College, 7",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,2,0,"Cambridge, Kings College, 7 (s. xii).",,7,,7,"26, 32",,Bury St Edmunds; Bury St Edmunds
162,Comm.Apc.,,,47,209,,"Cambridge, St John’s College, 209",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Cambridge, St John’s College, 209 (s. xii).",,209,,209,26,,Ramsey
164,Comm.Apc.,,,54,A IV 28,,"Durham, Cathedral Library, A IV 28",,,,,,,,,11,43,s. xi,11,11,1001,1100,,,,,7/20/2012 14:30:22,1,0,"Durham, Cathedral Library, A IV 28 (s. xi).",A IV,28,,A IV 28,27,,Durham
165,Comm.Apc.,,,54,B IV 16,,"Durham, Cathedral Library, B IV 16",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 14:30:22,1,0,"Durham, Cathedral Library, B IV 16 (s. xii).",B IV,16,,B IV 16,27,,Durham
166,Comm.Apc.,,,132,173,,"Einsiedeln, Stiftsbibliothek, 173",,pp. 175-339,,,,,,,10,31,s. x,10,10,901,1000,,,,,7/20/2012 12:10:49,2,0,"Einsiedeln, Stiftsbibliothek, 173 (s. x).",,173,,173,"27, 57",,
167,Comm.Apc.,,,132,176,,"Einsiedeln, Stiftsbibliothek, 176",,pp. 2-140,,,,,,,,,,,,,,,,,,7/20/2012 12:10:49,1,0,"Einsiedeln, Stiftsbibliothek, 176 ().",,176,,176,27,,
168,Comm.Apc.,,,133,Dep. Erf. CA. 4° 96,,"Erfurt, Universitäts- und Forschungsbibliothek Erfurt/Gotha, Dep. Erf. CA. 4° 96",,,,,,,,,89,18,s. viii-ix,8,9,776,825,,,,,7/20/2012 15:19:03,1,0,"Erfurt, Universitäts- und Forschungsbibliothek Erfurt/Gotha, Dep. Erf. CA. 4° 96 (s. viii-ix).",Dep. Erf. CA. 4°,96,,Dep. Erf. CA. 4° 96,27,"Bischoff, Kat., no. II.1181.",
171,Comm.Apc.,,,165,99 (lat. 21),,"Geneva, Bibliothèque de Genève, 99 (lat. 21)",,,,,,,,,89,18,s. viii-ix,8,9,776,825,,,,,7/20/2012 14:30:22,2,0,"Geneva, Bibliothèque de Genève, 99 (lat. 21) (s. viii-ix).",,99,(lat. 21),99 (lat. 21),"27, 32",,Murbach (Reichenau); Murbach (Reichenau)
172,Comm.Apc.,,,166,439 (240),,"Ghent, Universiteitsbibliotheek, 439 (240)",,,,,,,,,89,18,s. viii-ix,8,9,776,825,,,,,7/20/2012 14:13:19,1,0,"Ghent, Universiteitsbibliotheek, 439 (240) (s. viii-ix).",,439,(240),439 (240),27,,Tours?
173,Comm.Apc.,,,168,230,,"Grenoble, Bibliothèque municipale, 230",,fols. 134v-191,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,3,0,"Grenoble, Bibliothèque municipale, 230 (s. xii).",,230,,230,"27, 67, 80",,Chartreuse de Portes; Chartreuse de Fortes; Chartreuse de Portes
174,Comm.Apc.,,,58,52,,"Heiligenkreuz, Stiftsbibliothek, 52",,fols. 70-111,,,,,,,1213,66,s. xii-xiii,12,13,1176,1225,,,,,7/20/2012 12:10:49,2,0,"Heiligenkreuz, Stiftsbibliothek, 52 (s. xii-xiii).",,52,,52,"27, 33",,"Xenia Bernardina II, i, 139."
177,Comm.Apc.,,,135,Aug. perg. 255,,"Karlsruhe, Badische Landesbibliothek, Aug. perg. 255",,,,,,,,,9,19,s. ix,9,9,801,900,,,,,7/20/2012 14:30:22,2,0,"Karlsruhe, Badische Landesbibliothek, Aug. perg. 255 (s. ix).",Aug. perg.,255,,Aug. perg. 255,"27, 61","Bischoff, Kat., no. 1736.",Reichenau; Reichenau
178,Comm.Apc.,,,60,2° Ms. Theol. 25,,"Kassel, Landes- und Murhardsche Bibliothek, 2° Ms. Theol. 25",parchment,,,,,,,,9,22,s. ix (1),9,9,801,850,Germany,Fulda,,,7/20/2012 15:19:30,1,0,"Kassel, Landes- und Murhardsche Bibliothek, 2° Ms. Theol. 25 (s. ix1, Fulda).",2° Ms. Theol.,25,,2° Ms. Theol. 25,27,"Bischoff, Kat., no. 1803.",Germany; Fulda; Fulda
180,Comm.Apc.,,,10,Harley 223,,"London, British Library, Harley 223",,,,,,,,,13,67,s. xiii,13,13,1201,1300,,,,,7/20/2012 14:07:27,1,0,"London, British Library, Harley 223 (s. xiii).",Harley,223,,Harley 223,28,,
181,Comm.Apc.,,,176,149,,"London, Lambeth Palace Library, 149",,fols. 1-138,,,,,,,10,31,s. x,10,10,901,1000,,,,,7/20/2012 12:10:49,1,0,"London, Lambeth Palace Library, 149 (s. x).",,149,,149,28,,Exeter
182,Comm.Apc.,,,111,Vitt. Em. 1347,,"Rome, Biblioteca nazionale centrale Vittorio Emanuele II, Vitt. Em. 1347",parchment,,,,,,,,9,22,s. ix1,9,9,801,850,Italy,Nonantola,,,7/20/2012 14:30:22,2,0,"Rome, Biblioteca nazionale centrale Vittorio Emanuele II, Vitt. Em. 1347 (s. ix1, Nonantola).",Vitt. Em.,1347,,Vitt. Em. 1347,"28, 33","Bischoff, Kat., [vol. 3].",Italy; Nonantola; Nonantula?; Nonantola?
184,Comm.Apc.,,,193,397,,"Metz, Bibliothèque municipale, 397",,,,,,,,,14,82,s. xiv (1),14,14,1301,1350,,,,,7/20/2012 12:10:49,1,0,"Metz, Bibliothèque municipale, 397 (s. xiv1).",,397,,397,28,,Chapter library
186,Comm.Apc.,,,67,Clm 6315,,"Munich, Bayerische Staatsbibliothek, Clm 6315",,,,,,,,,9,19,s. ix,9,9,801,900,,,,,7/20/2012 14:13:23,1,0,"Munich, Bayerische Staatsbibliothek, Clm 6315 (s. ix).",Clm,6315,,Clm 6315,28,,Freising
187,Comm.Apc.,,,67,Clm 14423,,"Munich, Bayerische Staatsbibliothek, Clm 14423",,,,,,,,,9,19,s. ix,9,9,801,900,,,,,7/20/2012 14:09:02,1,0,"Munich, Bayerische Staatsbibliothek, Clm 14423 (s. ix).",Clm,14423,,Clm 14423,28,,St Emmeram
188,Comm.Apc.,,,67,Clm 18665,,"Munich, Bayerische Staatsbibliothek, Clm 18665",,,,,,,,,1011,42,s. x-xi,10,11,976,1025,,,,,7/20/2012 14:09:14,1,0,"Munich, Bayerische Staatsbibliothek, Clm 18665 (s. x-xi).",Clm,18665,,Clm 18665,28,,Tegernsee
193,Comm.Apc.,,,79,89,,"Oxford, St. John’s College, 89",,,,,,,,,1112,54,s. xi-xii,11,12,1076,1125,,,,,7/20/2012 12:10:49,1,0,"Oxford, St. John’s College, 89 (s. xi-xii).",,89,,89,29,,"Christ Church, Canterbury"
195,Comm.Apc.,,,81,lat. 317,,"Paris, Bibliothèque nationale de France, lat. 317",,,,,,,,,10,31,s. x,10,10,901,1000,,,,,7/20/2012 14:26:52,1,0,"Paris, Bibliothèque nationale de France, lat. 317 (s. x).",lat.,317,,lat. 317,29,,
197,Comm.Apc.,,,81,lat. 2361,,"Paris, Bibliothèque nationale de France, lat. 2361",,fols. 116v-174,,,,,,,12,63,s. xii (2),12,12,1151,1200,,,,,7/20/2012 15:19:52,2,0,"Paris, Bibliothèque nationale de France, lat. 2361 (s. xii2).",lat.,2361,,lat. 2361,"29, 35",,
198,Comm.Apc.,,,81,lat. 2368,,"Paris, Bibliothèque nationale de France, lat. 2368",,,,,,,,,15,91,s. xv,15,15,1401,1500,,,,,7/20/2012 14:26:52,1,0,"Paris, Bibliothèque nationale de France, lat. 2368 (s. xv).",lat.,2368,,lat. 2368,29,,
199,Comm.Apc.,,,81,lat. 11682,,"Paris, Bibliothèque nationale de France, lat. 11682",,,,,,,,,10,31,s. x,10,10,901,1000,,,,,7/20/2012 14:13:25,1,0,"Paris, Bibliothèque nationale de France, lat. 11682 (s. x).",lat.,11682,,lat. 11682,29,"Bischoff, Kat., [vol. 3].",St Germain (Corbie?)
201,Comm.Apc.,,,93,449,,"Rouen, Bibliothèque municipale, 449",,fols. 165-188,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,3,0,"Rouen, Bibliothèque municipale, 449 (s. xii).",,449,,449,"29, 73, 81",,Jumièges; Jurnieges; Jumieges
205,Comm.Apc.,,,130,HB VII Patres 40,,"Stuttgart, Württembergische Landesbibliothek, HB VII Patres 40",,,,,,,,,15,91,s. xv,15,15,1401,1500,,,,,7/25/2012 14:07:45,2,0,"Stuttgart, Württembergische Landesbibliothek, HB VII Patres 40 (s. xv).",HB VII Patres,40,,HB VII Patres 40,"29, 36",,Weingarten; Weingarten
207,Comm.Apc.,,,220,160,,"Toulouse, Bibliothèque municipale, 160",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Toulouse, Bibliothèque municipale, 160 (s. xii).",,160,,160,29,,
208,Comm.Apc.,,,106,10 (†),,"Tournai, Bibliothèque municipale, 10 (†)",,,,,,,,,9,29,s. ix (ex),9,9,876,900,,,,,7/25/2012 14:09:07,1,0,"Tournai, Bibliothèque municipale, 10 (†) (s. ixex).",,10,(†),10 (†),29,"Bischoff, Kat., [vol. 3].",Tournai
211,Comm.Apc.,,,184,662,,"Turin, Biblioteca Nazionale Universitaria, 662",,,,,,,,,13,67,s. xiii,13,13,1201,1300,,,,,7/20/2012 12:10:49,1,0,"Turin, Biblioteca Nazionale Universitaria, 662 (s. xiii).",,662,,662,29,,
